# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'task-clock'
# Event count (approx.): 15683415125
#
# Overhead  Command  Shared Object                           Symbol                                       
# ........  .......  ......................................  .............................................
#
     0.03%  python   python3.9                               [.] 0x000000000014f04f
     0.03%  python   python3.9                               [.] 0x000000000014fc70
     0.03%  python   python3.9                               [.] 0x0000000000150149
     0.03%  python   python3.9                               [.] 0x00000000001505dc
     0.03%  python   python3.9                               [.] 0x0000000000150629
     0.03%  python   python3.9                               [.] 0x00000000001507e7
     0.03%  python   python3.9                               [.] 0x00000000001507f5
     0.03%  python   python3.9                               [.] 0x000000000015145a
     0.03%  python   python3.9                               [.] 0x00000000001515d0
     0.03%  python   python3.9                               [.] 0x0000000000151993
     0.03%  python   python3.9                               [.] 0x0000000000153034
     0.03%  python   python3.9                               [.] 0x000000000015309f
     0.03%  python   python3.9                               [.] 0x0000000000153143
     0.03%  python   python3.9                               [.] 0x0000000000153274
     0.03%  python   python3.9                               [.] 0x0000000000153c36
     0.03%  python   python3.9                               [.] 0x000000000015435a
     0.03%  python   python3.9                               [.] 0x0000000000154628
     0.03%  python   python3.9                               [.] 0x000000000015486c
     0.03%  python   python3.9                               [.] 0x0000000000154898
     0.03%  python   python3.9                               [.] 0x00000000001548cc
     0.03%  python   python3.9                               [.] 0x0000000000154cb9
     0.03%  python   python3.9                               [.] 0x000000000015588c
     0.03%  python   python3.9                               [.] 0x0000000000155c45
     0.03%  python   python3.9                               [.] 0x0000000000155cca
     0.03%  python   python3.9                               [.] 0x000000000015620d
     0.03%  python   python3.9                               [.] 0x0000000000156326
     0.03%  python   python3.9                               [.] 0x000000000015746c
     0.03%  python   python3.9                               [.] 0x0000000000157e44
     0.03%  python   python3.9                               [.] 0x00000000001581d4
     0.03%  python   python3.9                               [.] 0x00000000001588c0
     0.03%  python   python3.9                               [.] 0x000000000015b86c
     0.03%  python   python3.9                               [.] 0x000000000015b9b2
     0.03%  python   python3.9                               [.] 0x000000000015b9d7
     0.03%  python   python3.9                               [.] 0x000000000015bdf2
     0.03%  python   python3.9                               [.] 0x000000000015bf24
     0.03%  python   python3.9                               [.] 0x000000000015c156
     0.03%  python   python3.9                               [.] 0x000000000015c6cb
     0.03%  python   python3.9                               [.] 0x000000000015c6e4
     0.03%  python   python3.9                               [.] 0x000000000015c6e8
     0.03%  python   python3.9                               [.] 0x000000000015c7da
     0.03%  python   python3.9                               [.] 0x000000000015d857
     0.03%  python   python3.9                               [.] 0x000000000015e030
     0.03%  python   python3.9                               [.] 0x000000000015fd02
     0.03%  python   python3.9                               [.] 0x000000000015fd1a
     0.03%  python   python3.9                               [.] 0x000000000015fd4d
     0.03%  python   python3.9                               [.] 0x000000000015fdba
     0.03%  python   python3.9                               [.] 0x000000000016150d
     0.03%  python   python3.9                               [.] 0x000000000016158e
     0.03%  python   python3.9                               [.] 0x0000000000161905
     0.03%  python   python3.9                               [.] 0x0000000000161934
     0.03%  python   python3.9                               [.] 0x000000000016194a
     0.03%  python   python3.9                               [.] 0x00000000001619a5
     0.03%  python   python3.9                               [.] 0x0000000000161d25
     0.03%  python   python3.9                               [.] 0x0000000000161f40
     0.03%  python   python3.9                               [.] 0x0000000000162202
     0.03%  python   python3.9                               [.] 0x000000000016220e
     0.03%  python   python3.9                               [.] 0x0000000000164c64
     0.03%  python   python3.9                               [.] 0x0000000000165540
     0.03%  python   python3.9                               [.] 0x000000000016555f
     0.03%  python   python3.9                               [.] 0x00000000001669e5
     0.03%  python   python3.9                               [.] 0x0000000000166a6b
     0.03%  python   python3.9                               [.] 0x0000000000166a8f
     0.03%  python   python3.9                               [.] 0x0000000000166ac5
     0.03%  python   python3.9                               [.] 0x0000000000166b0a
     0.03%  python   python3.9                               [.] 0x0000000000166b39
     0.03%  python   python3.9                               [.] 0x0000000000166d40
     0.03%  python   python3.9                               [.] 0x00000000001683ec
     0.03%  python   python3.9                               [.] 0x000000000016840e
     0.03%  python   python3.9                               [.] 0x00000000001684f3
     0.03%  python   python3.9                               [.] 0x0000000000169890
     0.03%  python   python3.9                               [.] 0x000000000016d7a5
     0.03%  python   python3.9                               [.] 0x0000000000172d92
     0.03%  python   python3.9                               [.] 0x0000000000172e46
     0.03%  python   python3.9                               [.] 0x0000000000172eee
     0.03%  python   python3.9                               [.] 0x000000000017362f
     0.03%  python   python3.9                               [.] 0x00000000001793d2
     0.03%  python   python3.9                               [.] 0x000000000017b307
     0.03%  python   python3.9                               [.] 0x0000000000183975
     0.03%  python   python3.9                               [.] 0x0000000000190107
     0.03%  python   python3.9                               [.] 0x00000000001902c7
     0.03%  python   python3.9                               [.] 0x000000000019061a
     0.03%  python   python3.9                               [.] 0x000000000019066d
     0.03%  python   python3.9                               [.] 0x0000000000190798
     0.03%  python   python3.9                               [.] 0x0000000000190804
     0.03%  python   python3.9                               [.] 0x0000000000192ee3
     0.03%  python   python3.9                               [.] 0x0000000000193f5e
     0.03%  python   python3.9                               [.] 0x0000000000194760
     0.03%  python   python3.9                               [.] 0x0000000000194fc0
     0.03%  python   python3.9                               [.] 0x0000000000195a00
     0.03%  python   python3.9                               [.] 0x0000000000195a24
     0.03%  python   python3.9                               [.] 0x0000000000195c91
     0.03%  python   python3.9                               [.] 0x0000000000195d60
     0.03%  python   python3.9                               [.] 0x0000000000199679
     0.03%  python   python3.9                               [.] 0x000000000019d6e0
     0.03%  python   python3.9                               [.] 0x00000000001a48c0
     0.03%  python   python3.9                               [.] 0x00000000001a7650
     0.03%  python   python3.9                               [.] 0x00000000001a877e
     0.03%  python   python3.9                               [.] 0x00000000001aa977
     0.03%  python   python3.9                               [.] 0x00000000001af8f9
     0.03%  python   python3.9                               [.] 0x00000000001b2f0d
     0.03%  python   python3.9                               [.] 0x00000000001b3ff4
     0.03%  python   python3.9                               [.] 0x00000000001b7f03
     0.03%  python   python3.9                               [.] 0x00000000001b8634
     0.03%  python   python3.9                               [.] 0x00000000001c805e
     0.03%  python   python3.9                               [.] 0x00000000001d0af3
     0.03%  python   python3.9                               [.] 0x00000000001d0b01
     0.03%  python   python3.9                               [.] 0x00000000001d4583
     0.03%  python   python3.9                               [.] 0x00000000001e749f
     0.03%  python   python3.9                               [.] 0x00000000001fe910
     0.03%  python   python3.9                               [.] 0x0000000000203cf7
     0.03%  python   python3.9                               [.] 0x0000000000210430
     0.03%  python   python3.9                               [.] 0x000000000021072b
     0.03%  runc:[2  libseccomp.so.2.5.3                     [.] 0x0000000000002a33
     0.03%  runc:[2  libseccomp.so.2.5.3                     [.] 0x0000000000008bf1
     0.03%  runc:[2  libseccomp.so.2.5.3                     [.] 0x000000000000a704
     0.03%  runc:[2  libseccomp.so.2.5.3                     [.] 0x000000000000a753
     0.03%  runc:[2  libseccomp.so.2.5.3                     [.] 0x000000000000c98b
     0.03%  runc:[2  runc                                    [.] 0x000000000016516c
     0.03%  runc:[2  runc                                    [.] 0x000000000019dcd8
     0.03%  uname    [kernel.kallsyms]                       [k] mas_walk


#
# (Cannot load tips.txt file, please install perf!)
#
