# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 143K of event 'task-clock'
# Event count (approx.): 720934583250
#
# Overhead  Command          Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .................................................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c80d3
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c9020
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c9170
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c9197
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c94e9
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c961a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c9a76
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ca1e1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ca958
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ca97a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ca9a3
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002cad7e
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e10e0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e1264
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e1326
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e13dc
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e1717
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e1a1c
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5860
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5b61
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5b81
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5bf4
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5c19
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5c1e
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5dd5
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e5e23
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e6052
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e6136
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e615a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e6170
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e62fb
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e62fe
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e65b4
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e665f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e68c9
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e68f1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002e6c10
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ea9d0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ef16d
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ef330
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ef3e0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ef430
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002ef55d
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f04a8
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f1f88
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f1faa
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f2ebe
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f2ecd
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f2f20
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f2f68
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f7be0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f9130
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f9276
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f92fd
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002f9961
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003185a1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000318ec0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000319016
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000031bc99
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000031bcce
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000332fd6
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000333073
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000335751
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000335773
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003357ec
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000035e100
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000363140
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000363141
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000036335b
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000378b25
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000039d15a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003a9383
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003a9386
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003a9684
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003b08f0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003b0a40
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ba05f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ba700
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bd098
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bd5e0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003be3f1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfada
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfae1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfb93
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfb97
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfc4a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfd40
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003bfd71
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c29cf
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c2f10
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c2f25
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c40d0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5b90
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5d90
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5dcc
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5df8
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5e32
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c5e94
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c6837
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c6f44
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c7237
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c743f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003c7480
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ca8bc
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ca8cc
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003caa62
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003caae5
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003cac38
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ce8c1
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ce94f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003ce9b3
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003cea5a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0284
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d030c
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d03e9
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0493
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d05af
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0648
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d06d0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0958
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d098f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d09cd
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0e24
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0e38
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d0ea5
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d1df0
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d1e23
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d1e54
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d27b6
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d285f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d2863
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d2e73
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d2e7a
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d310d
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d321f
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d3223
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d32a8
     0.00%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003d32ac
